,year,minesite,pr,group,model,scenario
97,2070,Gahcho_Kue_Mine,28.67,annual_decadals,GFDL-CM3,rcp45
98,2080,Gahcho_Kue_Mine,28.67,annual_decadals,GFDL-CM3,rcp45
99,2090,Gahcho_Kue_Mine,29.67,annual_decadals,GFDL-CM3,rcp45
100,2100,Gahcho_Kue_Mine,27.58,annual_decadals,GFDL-CM3,rcp45
101,2110,Gahcho_Kue_Mine,28.5,annual_decadals,GFDL-CM3,rcp45
102,2120,Gahcho_Kue_Mine,29.58,annual_decadals,GFDL-CM3,rcp45
103,2130,Gahcho_Kue_Mine,30.08,annual_decadals,GFDL-CM3,rcp45
104,2140,Gahcho_Kue_Mine,30.17,annual_decadals,GFDL-CM3,rcp45
105,2150,Gahcho_Kue_Mine,29.92,annual_decadals,GFDL-CM3,rcp45
106,2160,Gahcho_Kue_Mine,27.92,annual_decadals,GFDL-CM3,rcp45
107,2170,Gahcho_Kue_Mine,27.33,annual_decadals,GFDL-CM3,rcp45
108,2180,Gahcho_Kue_Mine,26.83,annual_decadals,GFDL-CM3,rcp45
109,2190,Gahcho_Kue_Mine,26.5,annual_decadals,GFDL-CM3,rcp45
110,2200,Gahcho_Kue_Mine,28.17,annual_decadals,GFDL-CM3,rcp45
111,2210,Gahcho_Kue_Mine,27.75,annual_decadals,GFDL-CM3,rcp45
112,2220,Gahcho_Kue_Mine,27.17,annual_decadals,GFDL-CM3,rcp45
113,2230,Gahcho_Kue_Mine,28.67,annual_decadals,GFDL-CM3,rcp45
114,2240,Gahcho_Kue_Mine,27.83,annual_decadals,GFDL-CM3,rcp45
115,2250,Gahcho_Kue_Mine,25.92,annual_decadals,GFDL-CM3,rcp45
116,2260,Gahcho_Kue_Mine,26.25,annual_decadals,GFDL-CM3,rcp45
117,2270,Gahcho_Kue_Mine,27.42,annual_decadals,GFDL-CM3,rcp45
118,2280,Gahcho_Kue_Mine,27.08,annual_decadals,GFDL-CM3,rcp45
119,2290,Gahcho_Kue_Mine,28.5,annual_decadals,GFDL-CM3,rcp45
120,2000,NICO_Mine,24.67,annual_decadals,GFDL-CM3,rcp45
121,2010,NICO_Mine,25.58,annual_decadals,GFDL-CM3,rcp45
122,2020,NICO_Mine,26.67,annual_decadals,GFDL-CM3,rcp45
123,2030,NICO_Mine,25.75,annual_decadals,GFDL-CM3,rcp45
124,2040,NICO_Mine,27.08,annual_decadals,GFDL-CM3,rcp45
125,2050,NICO_Mine,29.42,annual_decadals,GFDL-CM3,rcp45
126,2060,NICO_Mine,29.25,annual_decadals,GFDL-CM3,rcp45
127,2070,NICO_Mine,27.42,annual_decadals,GFDL-CM3,rcp45
128,2080,NICO_Mine,30.25,annual_decadals,GFDL-CM3,rcp45
129,2090,NICO_Mine,29.25,annual_decadals,GFDL-CM3,rcp45
130,2100,NICO_Mine,28.83,annual_decadals,GFDL-CM3,rcp45
131,2110,NICO_Mine,27.83,annual_decadals,GFDL-CM3,rcp45
132,2120,NICO_Mine,29.92,annual_decadals,GFDL-CM3,rcp45
133,2130,NICO_Mine,29.17,annual_decadals,GFDL-CM3,rcp45
134,2140,NICO_Mine,29.5,annual_decadals,GFDL-CM3,rcp45
135,2150,NICO_Mine,29.42,annual_decadals,GFDL-CM3,rcp45
136,2160,NICO_Mine,26.92,annual_decadals,GFDL-CM3,rcp45
137,2170,NICO_Mine,26.33,annual_decadals,GFDL-CM3,rcp45
138,2180,NICO_Mine,27.83,annual_decadals,GFDL-CM3,rcp45
139,2190,NICO_Mine,27.5,annual_decadals,GFDL-CM3,rcp45
140,2200,NICO_Mine,29.0,annual_decadals,GFDL-CM3,rcp45
141,2210,NICO_Mine,28.17,annual_decadals,GFDL-CM3,rcp45
142,2220,NICO_Mine,26.33,annual_decadals,GFDL-CM3,rcp45
143,2230,NICO_Mine,28.75,annual_decadals,GFDL-CM3,rcp45
144,2240,NICO_Mine,29.42,annual_decadals,GFDL-CM3,rcp45
145,2250,NICO_Mine,28.17,annual_decadals,GFDL-CM3,rcp45
146,2260,NICO_Mine,28.58,annual_decadals,GFDL-CM3,rcp45
147,2270,NICO_Mine,29.25,annual_decadals,GFDL-CM3,rcp45
148,2280,NICO_Mine,28.08,annual_decadals,GFDL-CM3,rcp45
149,2290,NICO_Mine,29.42,annual_decadals,GFDL-CM3,rcp45
150,2000,Pine_Point_Mine_(Tamerlane),31.75,annual_decadals,GFDL-CM3,rcp45
151,2010,Pine_Point_Mine_(Tamerlane),31.08,annual_decadals,GFDL-CM3,rcp45
152,2020,Pine_Point_Mine_(Tamerlane),33.25,annual_decadals,GFDL-CM3,rcp45
153,2030,Pine_Point_Mine_(Tamerlane),32.58,annual_decadals,GFDL-CM3,rcp45
154,2040,Pine_Point_Mine_(Tamerlane),32.58,annual_decadals,GFDL-CM3,rcp45
155,2050,Pine_Point_Mine_(Tamerlane),35.92,annual_decadals,GFDL-CM3,rcp45
156,2060,Pine_Point_Mine_(Tamerlane),37.5,annual_decadals,GFDL-CM3,rcp45
157,2070,Pine_Point_Mine_(Tamerlane),37.25,annual_decadals,GFDL-CM3,rcp45
158,2080,Pine_Point_Mine_(Tamerlane),37.58,annual_decadals,GFDL-CM3,rcp45
159,2090,Pine_Point_Mine_(Tamerlane),34.08,annual_decadals,GFDL-CM3,rcp45
160,2100,Pine_Point_Mine_(Tamerlane),35.17,annual_decadals,GFDL-CM3,rcp45
161,2110,Pine_Point_Mine_(Tamerlane),37.25,annual_decadals,GFDL-CM3,rcp45
162,2120,Pine_Point_Mine_(Tamerlane),37.25,annual_decadals,GFDL-CM3,rcp45
163,2130,Pine_Point_Mine_(Tamerlane),39.58,annual_decadals,GFDL-CM3,rcp45
164,2140,Pine_Point_Mine_(Tamerlane),38.67,annual_decadals,GFDL-CM3,rcp45
165,2150,Pine_Point_Mine_(Tamerlane),37.58,annual_decadals,GFDL-CM3,rcp45
166,2160,Pine_Point_Mine_(Tamerlane),35.08,annual_decadals,GFDL-CM3,rcp45
167,2170,Pine_Point_Mine_(Tamerlane),34.42,annual_decadals,GFDL-CM3,rcp45
168,2180,Pine_Point_Mine_(Tamerlane),37.17,annual_decadals,GFDL-CM3,rcp45
169,2190,Pine_Point_Mine_(Tamerlane),37.17,annual_decadals,GFDL-CM3,rcp45
170,2200,Pine_Point_Mine_(Tamerlane),37.08,annual_decadals,GFDL-CM3,rcp45
171,2210,Pine_Point_Mine_(Tamerlane),36.5,annual_decadals,GFDL-CM3,rcp45
172,2220,Pine_Point_Mine_(Tamerlane),34.42,annual_decadals,GFDL-CM3,rcp45
173,2230,Pine_Point_Mine_(Tamerlane),38.5,annual_decadals,GFDL-CM3,rcp45
174,2240,Pine_Point_Mine_(Tamerlane),38.17,annual_decadals,GFDL-CM3,rcp45
175,2250,Pine_Point_Mine_(Tamerlane),36.75,annual_decadals,GFDL-CM3,rcp45
176,2260,Pine_Point_Mine_(Tamerlane),39.83,annual_decadals,GFDL-CM3,rcp45
177,2270,Pine_Point_Mine_(Tamerlane),38.5,annual_decadals,GFDL-CM3,rcp45
178,2280,Pine_Point_Mine_(Tamerlane),36.83,annual_decadals,GFDL-CM3,rcp45
179,2290,Pine_Point_Mine_(Tamerlane),37.75,annual_decadals,GFDL-CM3,rcp45
180,2000,Prairie_Creek_Mine,44.08,annual_decadals,GFDL-CM3,rcp45
181,2010,Prairie_Creek_Mine,45.08,annual_decadals,GFDL-CM3,rcp45
182,2020,Prairie_Creek_Mine,49.5,annual_decadals,GFDL-CM3,rcp45
183,2030,Prairie_Creek_Mine,48.25,annual_decadals,GFDL-CM3,rcp45
184,2040,Prairie_Creek_Mine,51.67,annual_decadals,GFDL-CM3,rcp45
185,2050,Prairie_Creek_Mine,50.33,annual_decadals,GFDL-CM3,rcp45
186,2060,Prairie_Creek_Mine,54.0,annual_decadals,GFDL-CM3,rcp45
187,2070,Prairie_Creek_Mine,53.92,annual_decadals,GFDL-CM3,rcp45
188,2080,Prairie_Creek_Mine,53.42,annual_decadals,GFDL-CM3,rcp45
189,2090,Prairie_Creek_Mine,52.58,annual_decadals,GFDL-CM3,rcp45
190,2100,Prairie_Creek_Mine,52.83,annual_decadals,GFDL-CM3,rcp45
191,2110,Prairie_Creek_Mine,51.92,annual_decadals,GFDL-CM3,rcp45
192,2120,Prairie_Creek_Mine,56.25,annual_decadals,GFDL-CM3,rcp45
193,2130,Prairie_Creek_Mine,52.5,annual_decadals,GFDL-CM3,rcp45
194,2140,Prairie_Creek_Mine,48.83,annual_decadals,GFDL-CM3,rcp45
195,2150,Prairie_Creek_Mine,52.42,annual_decadals,GFDL-CM3,rcp45
196,2160,Prairie_Creek_Mine,52.92,annual_decadals,GFDL-CM3,rcp45
197,2170,Prairie_Creek_Mine,50.25,annual_decadals,GFDL-CM3,rcp45
198,2180,Prairie_Creek_Mine,51.08,annual_decadals,GFDL-CM3,rcp45
199,2190,Prairie_Creek_Mine,55.0,annual_decadals,GFDL-CM3,rcp45
200,2200,Prairie_Creek_Mine,49.92,annual_decadals,GFDL-CM3,rcp45
201,2210,Prairie_Creek_Mine,52.33,annual_decadals,GFDL-CM3,rcp45
202,2220,Prairie_Creek_Mine,52.58,annual_decadals,GFDL-CM3,rcp45
203,2230,Prairie_Creek_Mine,55.0,annual_decadals,GFDL-CM3,rcp45
204,2240,Prairie_Creek_Mine,50.92,annual_decadals,GFDL-CM3,rcp45
205,2250,Prairie_Creek_Mine,50.75,annual_decadals,GFDL-CM3,rcp45
206,2260,Prairie_Creek_Mine,52.83,annual_decadals,GFDL-CM3,rcp45
207,2270,Prairie_Creek_Mine,54.75,annual_decadals,GFDL-CM3,rcp45
208,2280,Prairie_Creek_Mine,51.42,annual_decadals,GFDL-CM3,rcp45
209,2290,Prairie_Creek_Mine,55.58,annual_decadals,GFDL-CM3,rcp45
210,2000,Snap_Lake_Mine,26.25,annual_decadals,GFDL-CM3,rcp45
211,2010,Snap_Lake_Mine,26.42,annual_decadals,GFDL-CM3,rcp45
212,2020,Snap_Lake_Mine,26.83,annual_decadals,GFDL-CM3,rcp45
213,2030,Snap_Lake_Mine,27.25,annual_decadals,GFDL-CM3,rcp45
214,2040,Snap_Lake_Mine,27.83,annual_decadals,GFDL-CM3,rcp45
215,2050,Snap_Lake_Mine,29.83,annual_decadals,GFDL-CM3,rcp45
216,2060,Snap_Lake_Mine,29.58,annual_decadals,GFDL-CM3,rcp45
217,2070,Snap_Lake_Mine,29.75,annual_decadals,GFDL-CM3,rcp45
218,2080,Snap_Lake_Mine,30.25,annual_decadals,GFDL-CM3,rcp45
219,2090,Snap_Lake_Mine,31.0,annual_decadals,GFDL-CM3,rcp45
220,2100,Snap_Lake_Mine,29.08,annual_decadals,GFDL-CM3,rcp45
221,2110,Snap_Lake_Mine,30.08,annual_decadals,GFDL-CM3,rcp45
222,2120,Snap_Lake_Mine,31.33,annual_decadals,GFDL-CM3,rcp45
223,2130,Snap_Lake_Mine,31.42,annual_decadals,GFDL-CM3,rcp45
224,2140,Snap_Lake_Mine,31.92,annual_decadals,GFDL-CM3,rcp45
225,2150,Snap_Lake_Mine,31.08,annual_decadals,GFDL-CM3,rcp45
226,2160,Snap_Lake_Mine,29.33,annual_decadals,GFDL-CM3,rcp45
227,2170,Snap_Lake_Mine,28.42,annual_decadals,GFDL-CM3,rcp45
228,2180,Snap_Lake_Mine,28.92,annual_decadals,GFDL-CM3,rcp45
229,2190,Snap_Lake_Mine,28.42,annual_decadals,GFDL-CM3,rcp45
230,2200,Snap_Lake_Mine,30.0,annual_decadals,GFDL-CM3,rcp45
231,2210,Snap_Lake_Mine,29.42,annual_decadals,GFDL-CM3,rcp45
232,2220,Snap_Lake_Mine,29.0,annual_decadals,GFDL-CM3,rcp45
233,2230,Snap_Lake_Mine,30.92,annual_decadals,GFDL-CM3,rcp45
234,2240,Snap_Lake_Mine,29.83,annual_decadals,GFDL-CM3,rcp45
235,2250,Snap_Lake_Mine,28.08,annual_decadals,GFDL-CM3,rcp45
236,2260,Snap_Lake_Mine,28.67,annual_decadals,GFDL-CM3,rcp45
237,2270,Snap_Lake_Mine,29.5,annual_decadals,GFDL-CM3,rcp45
238,2280,Snap_Lake_Mine,28.83,annual_decadals,GFDL-CM3,rcp45
239,2290,Snap_Lake_Mine,30.42,annual_decadals,GFDL-CM3,rcp45
0,2000,CanTung_Mine,49.0,annual_decadals,IPSL-CM5A-LR,rcp85
1,2010,CanTung_Mine,51.17,annual_decadals,IPSL-CM5A-LR,rcp85
2,2020,CanTung_Mine,53.0,annual_decadals,IPSL-CM5A-LR,rcp85
3,2030,CanTung_Mine,56.25,annual_decadals,IPSL-CM5A-LR,rcp85
4,2040,CanTung_Mine,57.25,annual_decadals,IPSL-CM5A-LR,rcp85
5,2050,CanTung_Mine,56.75,annual_decadals,IPSL-CM5A-LR,rcp85
6,2060,CanTung_Mine,57.92,annual_decadals,IPSL-CM5A-LR,rcp85
7,2070,CanTung_Mine,55.75,annual_decadals,IPSL-CM5A-LR,rcp85
8,2080,CanTung_Mine,60.75,annual_decadals,IPSL-CM5A-LR,rcp85
9,2090,CanTung_Mine,62.08,annual_decadals,IPSL-CM5A-LR,rcp85
10,2100,CanTung_Mine,60.17,annual_decadals,IPSL-CM5A-LR,rcp85
11,2110,CanTung_Mine,63.67,annual_decadals,IPSL-CM5A-LR,rcp85
12,2120,CanTung_Mine,66.33,annual_decadals,IPSL-CM5A-LR,rcp85
13,2130,CanTung_Mine,65.58,annual_decadals,IPSL-CM5A-LR,rcp85
14,2140,CanTung_Mine,69.33,annual_decadals,IPSL-CM5A-LR,rcp85
15,2150,CanTung_Mine,68.75,annual_decadals,IPSL-CM5A-LR,rcp85
16,2160,CanTung_Mine,70.75,annual_decadals,IPSL-CM5A-LR,rcp85
17,2170,CanTung_Mine,70.42,annual_decadals,IPSL-CM5A-LR,rcp85
18,2180,CanTung_Mine,70.83,annual_decadals,IPSL-CM5A-LR,rcp85
19,2190,CanTung_Mine,68.17,annual_decadals,IPSL-CM5A-LR,rcp85
20,2200,CanTung_Mine,74.67,annual_decadals,IPSL-CM5A-LR,rcp85
21,2210,CanTung_Mine,76.92,annual_decadals,IPSL-CM5A-LR,rcp85
22,2220,CanTung_Mine,76.08,annual_decadals,IPSL-CM5A-LR,rcp85
23,2230,CanTung_Mine,77.67,annual_decadals,IPSL-CM5A-LR,rcp85
24,2240,CanTung_Mine,76.83,annual_decadals,IPSL-CM5A-LR,rcp85
25,2250,CanTung_Mine,74.33,annual_decadals,IPSL-CM5A-LR,rcp85
26,2260,CanTung_Mine,76.67,annual_decadals,IPSL-CM5A-LR,rcp85
27,2270,CanTung_Mine,78.75,annual_decadals,IPSL-CM5A-LR,rcp85
28,2280,CanTung_Mine,76.17,annual_decadals,IPSL-CM5A-LR,rcp85
29,2290,CanTung_Mine,79.83,annual_decadals,IPSL-CM5A-LR,rcp85
30,2000,Diavik_Mine,21.0,annual_decadals,IPSL-CM5A-LR,rcp85
31,2010,Diavik_Mine,26.08,annual_decadals,IPSL-CM5A-LR,rcp85
32,2020,Diavik_Mine,21.67,annual_decadals,IPSL-CM5A-LR,rcp85
33,2030,Diavik_Mine,25.33,annual_decadals,IPSL-CM5A-LR,rcp85
34,2040,Diavik_Mine,26.08,annual_decadals,IPSL-CM5A-LR,rcp85
35,2050,Diavik_Mine,24.75,annual_decadals,IPSL-CM5A-LR,rcp85
36,2060,Diavik_Mine,25.08,annual_decadals,IPSL-CM5A-LR,rcp85
37,2070,Diavik_Mine,27.08,annual_decadals,IPSL-CM5A-LR,rcp85
38,2080,Diavik_Mine,27.33,annual_decadals,IPSL-CM5A-LR,rcp85
39,2090,Diavik_Mine,24.75,annual_decadals,IPSL-CM5A-LR,rcp85
40,2100,Diavik_Mine,26.92,annual_decadals,IPSL-CM5A-LR,rcp85
41,2110,Diavik_Mine,29.0,annual_decadals,IPSL-CM5A-LR,rcp85
42,2120,Diavik_Mine,29.67,annual_decadals,IPSL-CM5A-LR,rcp85
43,2130,Diavik_Mine,26.75,annual_decadals,IPSL-CM5A-LR,rcp85
44,2140,Diavik_Mine,34.17,annual_decadals,IPSL-CM5A-LR,rcp85
45,2150,Diavik_Mine,30.17,annual_decadals,IPSL-CM5A-LR,rcp85
46,2160,Diavik_Mine,31.42,annual_decadals,IPSL-CM5A-LR,rcp85
47,2170,Diavik_Mine,31.0,annual_decadals,IPSL-CM5A-LR,rcp85
48,2180,Diavik_Mine,32.75,annual_decadals,IPSL-CM5A-LR,rcp85
49,2190,Diavik_Mine,32.75,annual_decadals,IPSL-CM5A-LR,rcp85
50,2200,Diavik_Mine,32.42,annual_decadals,IPSL-CM5A-LR,rcp85
51,2210,Diavik_Mine,34.75,annual_decadals,IPSL-CM5A-LR,rcp85
52,2220,Diavik_Mine,33.17,annual_decadals,IPSL-CM5A-LR,rcp85
53,2230,Diavik_Mine,36.42,annual_decadals,IPSL-CM5A-LR,rcp85
54,2240,Diavik_Mine,35.5,annual_decadals,IPSL-CM5A-LR,rcp85
55,2250,Diavik_Mine,33.33,annual_decadals,IPSL-CM5A-LR,rcp85
56,2260,Diavik_Mine,36.67,annual_decadals,IPSL-CM5A-LR,rcp85
57,2270,Diavik_Mine,34.58,annual_decadals,IPSL-CM5A-LR,rcp85
58,2280,Diavik_Mine,32.08,annual_decadals,IPSL-CM5A-LR,rcp85
59,2290,Diavik_Mine,36.92,annual_decadals,IPSL-CM5A-LR,rcp85
60,2000,Ekati_Mine,20.92,annual_decadals,IPSL-CM5A-LR,rcp85
61,2010,Ekati_Mine,25.75,annual_decadals,IPSL-CM5A-LR,rcp85
62,2020,Ekati_Mine,21.5,annual_decadals,IPSL-CM5A-LR,rcp85
63,2030,Ekati_Mine,24.83,annual_decadals,IPSL-CM5A-LR,rcp85
64,2040,Ekati_Mine,26.0,annual_decadals,IPSL-CM5A-LR,rcp85
65,2050,Ekati_Mine,24.75,annual_decadals,IPSL-CM5A-LR,rcp85
66,2060,Ekati_Mine,24.92,annual_decadals,IPSL-CM5A-LR,rcp85
67,2070,Ekati_Mine,27.0,annual_decadals,IPSL-CM5A-LR,rcp85
68,2080,Ekati_Mine,27.33,annual_decadals,IPSL-CM5A-LR,rcp85
69,2090,Ekati_Mine,24.58,annual_decadals,IPSL-CM5A-LR,rcp85
70,2100,Ekati_Mine,26.83,annual_decadals,IPSL-CM5A-LR,rcp85
71,2110,Ekati_Mine,28.92,annual_decadals,IPSL-CM5A-LR,rcp85
72,2120,Ekati_Mine,29.83,annual_decadals,IPSL-CM5A-LR,rcp85
73,2130,Ekati_Mine,27.0,annual_decadals,IPSL-CM5A-LR,rcp85
74,2140,Ekati_Mine,34.08,annual_decadals,IPSL-CM5A-LR,rcp85
75,2150,Ekati_Mine,30.25,annual_decadals,IPSL-CM5A-LR,rcp85
76,2160,Ekati_Mine,31.58,annual_decadals,IPSL-CM5A-LR,rcp85
77,2170,Ekati_Mine,31.0,annual_decadals,IPSL-CM5A-LR,rcp85
78,2180,Ekati_Mine,32.83,annual_decadals,IPSL-CM5A-LR,rcp85
79,2190,Ekati_Mine,32.75,annual_decadals,IPSL-CM5A-LR,rcp85
80,2200,Ekati_Mine,32.42,annual_decadals,IPSL-CM5A-LR,rcp85
81,2210,Ekati_Mine,34.83,annual_decadals,IPSL-CM5A-LR,rcp85
82,2220,Ekati_Mine,33.17,annual_decadals,IPSL-CM5A-LR,rcp85
83,2230,Ekati_Mine,36.42,annual_decadals,IPSL-CM5A-LR,rcp85
84,2240,Ekati_Mine,35.67,annual_decadals,IPSL-CM5A-LR,rcp85
85,2250,Ekati_Mine,33.58,annual_decadals,IPSL-CM5A-LR,rcp85
86,2260,Ekati_Mine,36.83,annual_decadals,IPSL-CM5A-LR,rcp85
87,2270,Ekati_Mine,34.83,annual_decadals,IPSL-CM5A-LR,rcp85
88,2280,Ekati_Mine,32.25,annual_decadals,IPSL-CM5A-LR,rcp85
89,2290,Ekati_Mine,37.0,annual_decadals,IPSL-CM5A-LR,rcp85
90,2000,Gahcho_Kue_Mine,22.0,annual_decadals,IPSL-CM5A-LR,rcp85
91,2010,Gahcho_Kue_Mine,26.17,annual_decadals,IPSL-CM5A-LR,rcp85
92,2020,Gahcho_Kue_Mine,23.08,annual_decadals,IPSL-CM5A-LR,rcp85
93,2030,Gahcho_Kue_Mine,25.5,annual_decadals,IPSL-CM5A-LR,rcp85
94,2040,Gahcho_Kue_Mine,26.08,annual_decadals,IPSL-CM5A-LR,rcp85
95,2050,Gahcho_Kue_Mine,25.08,annual_decadals,IPSL-CM5A-LR,rcp85
96,2060,Gahcho_Kue_Mine,26.25,annual_decadals,IPSL-CM5A-LR,rcp85
97,2070,Gahcho_Kue_Mine,27.42,annual_decadals,IPSL-CM5A-LR,rcp85
98,2080,Gahcho_Kue_Mine,26.67,annual_decadals,IPSL-CM5A-LR,rcp85
99,2090,Gahcho_Kue_Mine,25.83,annual_decadals,IPSL-CM5A-LR,rcp85
100,2100,Gahcho_Kue_Mine,27.08,annual_decadals,IPSL-CM5A-LR,rcp85
101,2110,Gahcho_Kue_Mine,29.5,annual_decadals,IPSL-CM5A-LR,rcp85
102,2120,Gahcho_Kue_Mine,29.83,annual_decadals,IPSL-CM5A-LR,rcp85
103,2130,Gahcho_Kue_Mine,27.08,annual_decadals,IPSL-CM5A-LR,rcp85
104,2140,Gahcho_Kue_Mine,35.25,annual_decadals,IPSL-CM5A-LR,rcp85
105,2150,Gahcho_Kue_Mine,31.5,annual_decadals,IPSL-CM5A-LR,rcp85
106,2160,Gahcho_Kue_Mine,31.17,annual_decadals,IPSL-CM5A-LR,rcp85
107,2170,Gahcho_Kue_Mine,31.33,annual_decadals,IPSL-CM5A-LR,rcp85
108,2180,Gahcho_Kue_Mine,32.42,annual_decadals,IPSL-CM5A-LR,rcp85
109,2190,Gahcho_Kue_Mine,32.0,annual_decadals,IPSL-CM5A-LR,rcp85
110,2200,Gahcho_Kue_Mine,32.5,annual_decadals,IPSL-CM5A-LR,rcp85
111,2210,Gahcho_Kue_Mine,35.25,annual_decadals,IPSL-CM5A-LR,rcp85
112,2220,Gahcho_Kue_Mine,33.33,annual_decadals,IPSL-CM5A-LR,rcp85
113,2230,Gahcho_Kue_Mine,35.58,annual_decadals,IPSL-CM5A-LR,rcp85
114,2240,Gahcho_Kue_Mine,36.0,annual_decadals,IPSL-CM5A-LR,rcp85
115,2250,Gahcho_Kue_Mine,34.0,annual_decadals,IPSL-CM5A-LR,rcp85
116,2260,Gahcho_Kue_Mine,36.42,annual_decadals,IPSL-CM5A-LR,rcp85
117,2270,Gahcho_Kue_Mine,34.75,annual_decadals,IPSL-CM5A-LR,rcp85
118,2280,Gahcho_Kue_Mine,31.58,annual_decadals,IPSL-CM5A-LR,rcp85
119,2290,Gahcho_Kue_Mine,37.5,annual_decadals,IPSL-CM5A-LR,rcp85
120,2000,NICO_Mine,22.58,annual_decadals,IPSL-CM5A-LR,rcp85
121,2010,NICO_Mine,24.08,annual_decadals,IPSL-CM5A-LR,rcp85
122,2020,NICO_Mine,25.42,annual_decadals,IPSL-CM5A-LR,rcp85
123,2030,NICO_Mine,27.0,annual_decadals,IPSL-CM5A-LR,rcp85
124,2040,NICO_Mine,25.58,annual_decadals,IPSL-CM5A-LR,rcp85
125,2050,NICO_Mine,25.0,annual_decadals,IPSL-CM5A-LR,rcp85
126,2060,NICO_Mine,25.83,annual_decadals,IPSL-CM5A-LR,rcp85
127,2070,NICO_Mine,25.67,annual_decadals,IPSL-CM5A-LR,rcp85
128,2080,NICO_Mine,27.5,annual_decadals,IPSL-CM5A-LR,rcp85
129,2090,NICO_Mine,25.42,annual_decadals,IPSL-CM5A-LR,rcp85
130,2100,NICO_Mine,26.25,annual_decadals,IPSL-CM5A-LR,rcp85
131,2110,NICO_Mine,27.58,annual_decadals,IPSL-CM5A-LR,rcp85
132,2120,NICO_Mine,28.42,annual_decadals,IPSL-CM5A-LR,rcp85
133,2130,NICO_Mine,26.17,annual_decadals,IPSL-CM5A-LR,rcp85
134,2140,NICO_Mine,30.33,annual_decadals,IPSL-CM5A-LR,rcp85
135,2150,NICO_Mine,27.75,annual_decadals,IPSL-CM5A-LR,rcp85
136,2160,NICO_Mine,29.17,annual_decadals,IPSL-CM5A-LR,rcp85
137,2170,NICO_Mine,28.42,annual_decadals,IPSL-CM5A-LR,rcp85
138,2180,NICO_Mine,30.42,annual_decadals,IPSL-CM5A-LR,rcp85
139,2190,NICO_Mine,27.75,annual_decadals,IPSL-CM5A-LR,rcp85
140,2200,NICO_Mine,30.83,annual_decadals,IPSL-CM5A-LR,rcp85
141,2210,NICO_Mine,32.25,annual_decadals,IPSL-CM5A-LR,rcp85
142,2220,NICO_Mine,31.75,annual_decadals,IPSL-CM5A-LR,rcp85
143,2230,NICO_Mine,33.42,annual_decadals,IPSL-CM5A-LR,rcp85
144,2240,NICO_Mine,33.83,annual_decadals,IPSL-CM5A-LR,rcp85
145,2250,NICO_Mine,31.58,annual_decadals,IPSL-CM5A-LR,rcp85
146,2260,NICO_Mine,31.75,annual_decadals,IPSL-CM5A-LR,rcp85
147,2270,NICO_Mine,32.0,annual_decadals,IPSL-CM5A-LR,rcp85
148,2280,NICO_Mine,30.25,annual_decadals,IPSL-CM5A-LR,rcp85
149,2290,NICO_Mine,31.83,annual_decadals,IPSL-CM5A-LR,rcp85
150,2000,Pine_Point_Mine_(Tamerlane),32.67,annual_decadals,IPSL-CM5A-LR,rcp85
151,2010,Pine_Point_Mine_(Tamerlane),29.42,annual_decadals,IPSL-CM5A-LR,rcp85
152,2020,Pine_Point_Mine_(Tamerlane),31.42,annual_decadals,IPSL-CM5A-LR,rcp85
153,2030,Pine_Point_Mine_(Tamerlane),32.75,annual_decadals,IPSL-CM5A-LR,rcp85
154,2040,Pine_Point_Mine_(Tamerlane),30.75,annual_decadals,IPSL-CM5A-LR,rcp85
155,2050,Pine_Point_Mine_(Tamerlane),27.58,annual_decadals,IPSL-CM5A-LR,rcp85
156,2060,Pine_Point_Mine_(Tamerlane),31.5,annual_decadals,IPSL-CM5A-LR,rcp85
157,2070,Pine_Point_Mine_(Tamerlane),29.42,annual_decadals,IPSL-CM5A-LR,rcp85
158,2080,Pine_Point_Mine_(Tamerlane),28.92,annual_decadals,IPSL-CM5A-LR,rcp85
159,2090,Pine_Point_Mine_(Tamerlane),29.83,annual_decadals,IPSL-CM5A-LR,rcp85
160,2100,Pine_Point_Mine_(Tamerlane),29.17,annual_decadals,IPSL-CM5A-LR,rcp85
161,2110,Pine_Point_Mine_(Tamerlane),31.67,annual_decadals,IPSL-CM5A-LR,rcp85
162,2120,Pine_Point_Mine_(Tamerlane),32.42,annual_decadals,IPSL-CM5A-LR,rcp85
163,2130,Pine_Point_Mine_(Tamerlane),28.25,annual_decadals,IPSL-CM5A-LR,rcp85
164,2140,Pine_Point_Mine_(Tamerlane),32.42,annual_decadals,IPSL-CM5A-LR,rcp85
165,2150,Pine_Point_Mine_(Tamerlane),28.08,annual_decadals,IPSL-CM5A-LR,rcp85
166,2160,Pine_Point_Mine_(Tamerlane),30.92,annual_decadals,IPSL-CM5A-LR,rcp85
167,2170,Pine_Point_Mine_(Tamerlane),28.75,annual_decadals,IPSL-CM5A-LR,rcp85
168,2180,Pine_Point_Mine_(Tamerlane),29.25,annual_decadals,IPSL-CM5A-LR,rcp85
169,2190,Pine_Point_Mine_(Tamerlane),27.67,annual_decadals,IPSL-CM5A-LR,rcp85
170,2200,Pine_Point_Mine_(Tamerlane),35.17,annual_decadals,IPSL-CM5A-LR,rcp85
171,2210,Pine_Point_Mine_(Tamerlane),34.83,annual_decadals,IPSL-CM5A-LR,rcp85
172,2220,Pine_Point_Mine_(Tamerlane),32.83,annual_decadals,IPSL-CM5A-LR,rcp85
